name,ra,dec,B,BErr,nB_tot,nB,V,VErr,nV_tot,nV,R,RErr,nR_tot,nR,I,IErr,nI_tot,nI,vary,objID
N1851-S214,78.33354,-40.07187,19.801,,,6,18.295,,,6,,,,0,16.098,,,7,0.005,
N1851-S215,78.33513,-40.06521,18.469,,,6,17.663,,,6,,,,0,16.721,,,7,-0.001,
N1851-S216,78.33577,-40.01671,,,,0,20.467,,,6,,,,0,19.812,,,7,0.027,
N1851-S217,78.33689,-40.03333,20.897,,,6,20.406,,,6,,,,0,19.691,,,7,-0.003,
N1851-S218,78.33724,-40.17160,,,,0,20.010,,,6,,,,0,18.663,,,7,0.033,
N1851-S219,78.33781,-40.12861,20.453,,,6,19.984,,,6,,,,0,19.352,,,7,0.011,
N1851-S22,78.62302,-40.10842,20.530,,,31,20.056,,,33,,,,0,19.385,,,31,0.015,
N1851-S220,78.33853,-40.05567,19.855,,,6,19.407,,,6,,,,0,18.760,,,7,0.011,
N1851-S222,78.33872,-40.11612,20.863,,,6,20.385,,,6,,,,0,19.710,,,7,0.017,
N1851-S223,78.33987,-40.00629,16.998,,,6,16.355,,,6,,,,0,15.593,,,7,0.005,
N1851-S224,78.33987,-40.13670,20.384,,,6,19.901,,,6,,,,0,19.283,,,7,-0.003,
N1851-S226,78.34112,-40.07757,17.139,,,6,16.536,,,6,,,,0,15.817,,,7,0.004,
N1851-S227,78.34143,-40.06130,18.196,,,6,17.448,,,6,,,,0,16.541,,,7,0.003,
N1851-S228,78.34176,-40.08844,19.542,,,6,19.017,,,6,,,,0,18.305,,,7,0.003,
N1851-S229,78.34195,-40.05774,,,,0,20.380,,,6,,,,0,18.602,,,7,0.032,
N1851-S23,78.62167,-40.10713,21.039,,,33,20.560,,,31,,,,0,19.862,,,35,0.042,
N1851-S230,78.34254,-40.08090,18.061,,,6,17.291,,,6,,,,0,16.388,,,7,-0.001,
N1851-S232,78.34540,-40.03004,17.186,,,6,16.254,,,6,,,,0,15.259,,,7,0.005,
N1851-S233,78.34524,-40.09066,20.339,,,6,19.879,,,6,,,,0,19.258,,,7,0.010,
N1851-S234,78.34645,-39.99407,21.006,,,6,20.507,,,6,,,,0,19.858,,,7,0.010,
N1851-S235,78.34656,-40.16853,20.409,,,6,19.935,,,6,,,,0,19.329,,,7,0.021,
N1851-S236,78.34776,-40.07190,20.797,,,6,20.305,,,6,,,,0,19.625,,,7,-0.004,
N1851-S237,78.34950,-40.10005,20.558,,,6,20.109,,,6,,,,0,19.532,,,7,-0.003,
N1851-S238,78.35154,-40.00777,15.729,,,6,14.833,,,6,,,,0,13.860,,,7,0.005,
N1851-S239,78.35167,-40.05693,20.501,,,6,20.014,,,6,,,,0,19.402,,,7,0.009,
N1851-S24,78.62088,-40.09301,20.013,,,37,19.571,,,35,,,,0,18.952,,,38,0.024,
N1851-S240,78.35182,-40.04089,19.903,,,6,19.399,,,6,,,,0,18.712,,,7,-0.001,
N1851-S241,78.35241,-40.03415,20.046,,,6,19.571,,,6,,,,0,18.919,,,7,0.010,
N1851-S242,78.35358,-40.17054,19.775,,,6,19.312,,,6,,,,0,18.693,,,7,-0.002,
N1851-S243,78.35391,-40.04329,19.823,,,6,19.317,,,6,,,,0,18.629,,,7,0.009,
N1851-S244,78.35425,-40.16575,15.928,,,6,15.297,,,6,,,,0,14.590,,,7,0.005,
N1851-S245,78.35463,-40.01897,14.110,,,6,13.602,,,6,,,,0,12.961,,,7,0.004,
N1851-S246,78.35498,-40.11368,20.761,,,6,20.232,,,6,,,,0,19.593,,,7,0.010,
N1851-S247,78.35525,-40.09169,,,,0,20.644,,,6,,,,0,19.998,,,7,0.018,
N1851-S248,78.35547,-40.15940,20.440,,,6,19.991,,,6,,,,0,19.356,,,7,-0.003,
N1851-S249,78.35559,-40.09467,20.284,,,6,19.820,,,6,,,,0,19.212,,,7,0.008,
N1851-S25,78.61960,-40.13577,20.360,,,36,18.909,,,39,,,,0,16.972,,,38,0.018,
N1851-S250,78.35566,-40.06486,21.264,,,6,20.722,,,6,,,,0,20.031,,,7,0.013,
N1851-S251,78.35651,-40.02889,21.205,,,7,20.706,,,6,,,,0,20.021,,,7,-0.004,
N1851-S252,78.35771,-40.06234,18.294,,,7,17.153,,,6,,,,0,15.899,,,7,0.010,
N1851-S253,78.35787,-40.19407,20.989,,,6,20.467,,,6,,,,0,19.788,,,7,-0.004,
N1851-S254,78.35819,-40.04243,17.140,,,8,16.192,,,6,,,,0,15.218,,,7,0.017,
N1851-S255,78.35841,-40.07303,17.742,,,8,17.136,,,6,,,,0,16.404,,,7,0.019,
N1851-S256,78.35925,-40.01546,20.431,,,8,19.944,,,6,,,,0,19.321,,,7,0.029,
N1851-S257,78.36146,-40.02614,21.227,,,7,20.701,,,6,,,,0,20.035,,,7,-0.014,
N1851-S258,78.36168,-40.12390,17.303,,,8,16.285,,,6,,,,0,15.230,,,7,0.016,
N1851-S259,78.36249,-40.18556,18.203,,,6,17.552,,,6,,,,0,16.797,,,7,0.010,
N1851-S26,78.61767,-40.09570,20.827,,,34,20.295,,,36,,,,0,19.589,,,37,0.018,
N1851-S260,78.36323,-39.99986,19.940,,,9,19.430,,,6,,,,0,18.806,,,7,0.024,
N1851-S261,78.36338,-40.05942,20.359,,,9,19.859,,,6,,,,0,19.246,,,10,0.010,
N1851-S262,78.36371,-40.10283,20.718,,,9,19.188,,,6,,,,0,16.873,,,10,0.018,
N1851-S263,78.36437,-40.02491,20.010,,,9,19.528,,,6,,,,0,18.911,,,10,0.009,
N1851-S265,78.36508,-40.05681,18.421,,,9,17.490,,,6,,,,0,16.438,,,10,0.010,
N1851-S266,78.36689,-40.02899,,,,0,20.382,,,19,,,,0,19.659,,,13,0.034,
N1851-S267,78.36698,-40.01640,19.854,,,12,19.406,,,18,,,,0,18.761,,,13,0.017,
N1851-S268,78.36752,-40.02294,20.437,,,19,19.967,,,24,,,,0,19.326,,,23,0.023,
N1851-S269,78.36771,-40.10568,20.156,,,23,19.726,,,24,,,,0,19.125,,,28,0.032,
N1851-S27,78.61716,-40.10398,20.576,,,36,19.125,,,38,,,,0,16.811,,,38,-0.001,
N1851-S270,78.36771,-40.17269,16.486,,,6,15.525,,,6,,,,0,14.496,,,7,0.003,
N1851-S271,78.36787,-40.18901,14.531,,,6,14.040,,,6,,,,0,13.414,,,7,0.006,
N1851-S272,78.36906,-40.06597,20.092,,,24,19.649,,,24,,,,0,19.020,,,28,0.022,
N1851-S273,78.36967,-40.05948,21.892,,,15,21.364,,,23,,,,0,,,,0,0.047,
N1851-S274,78.37052,-40.09599,21.844,,,15,21.264,,,24,,,,0,20.487,,,25,0.026,
N1851-S275,78.37081,-40.07135,21.794,,,15,21.196,,,24,,,,0,20.460,,,27,0.014,
N1851-S276,78.37095,-40.03067,20.151,,,22,19.682,,,24,,,,0,19.056,,,28,0.009,
N1851-S278,78.37165,-40.10319,21.103,,,19,20.605,,,24,,,,0,19.922,,,27,0.032,
N1851-S279,78.37179,-40.08291,21.734,,,15,21.153,,,24,,,,0,20.430,,,26,-0.020,
N1851-S28,78.61673,-40.11522,20.048,,,39,19.581,,,39,,,,0,18.946,,,38,-0.002,
N1851-S280,78.37252,-40.04883,19.912,,,24,19.437,,,24,,,,0,18.784,,,28,0.024,
N1851-S281,78.37270,-39.98652,20.827,,,20,19.302,,,24,,,,0,17.037,,,28,0.009,
N1851-S282,78.37269,-40.17587,18.100,,,6,16.963,,,6,,,,0,15.739,,,7,0.006,
N1851-S283,78.37290,-40.07796,20.731,,,20,19.257,,,24,,,,0,16.856,,,28,0.020,
N1851-S284,78.37327,-40.04478,21.025,,,19,20.524,,,24,,,,0,19.850,,,28,0.018,
N1851-S285,78.37339,-40.11190,21.449,,,16,20.928,,,24,,,,0,20.234,,,27,0.029,
N1851-S287,78.37482,-40.09286,19.425,,,24,18.743,,,33,,,,0,17.903,,,34,0.011,
N1851-S288,78.37476,-40.19922,19.221,,,6,18.515,,,6,,,,0,17.675,,,7,-0.001,
N1851-S289,78.37521,-40.02088,,,,0,21.469,,,23,,,,0,20.691,,,26,0.045,
N1851-S29,78.61609,-40.10510,20.146,,,39,19.684,,,38,,,,0,19.042,,,38,0.014,
N1851-S290,78.37531,-40.04170,20.301,,,23,19.833,,,33,,,,0,19.182,,,32,0.019,
N1851-S291,78.37526,-40.08107,20.530,,,32,20.055,,,33,,,,0,19.385,,,37,0.010,
N1851-S292,78.37628,-40.12034,21.787,,,25,21.208,,,33,,,,0,20.488,,,34,0.022,
N1851-S293,78.37643,-40.10995,22.099,,,23,21.463,,,31,,,,0,20.703,,,32,0.027,
N1851-S295,78.37669,-40.07351,20.947,,,31,20.446,,,33,,,,0,19.777,,,37,0.017,
N1851-S296,78.37697,-40.04343,21.830,,,26,21.203,,,33,,,,0,20.448,,,35,0.014,
N1851-S297,78.37701,-40.03336,,,,0,21.642,,,29,,,,0,20.857,,,22,0.014,
N1851-S298,78.37690,-40.08926,21.851,,,26,21.257,,,33,,,,0,20.514,,,36,0.027,
N1851-S299,78.37699,-40.07020,19.220,,,35,18.515,,,33,,,,0,17.649,,,37,0.002,
N1851-S3,78.65562,-40.11962,20.904,,,27,20.397,,,29,,,,0,19.695,,,30,-0.007,
N1851-S30,78.61566,-40.12180,20.208,,,39,19.734,,,39,,,,0,19.081,,,38,0.003,
N1851-S300,78.37717,-40.11264,21.373,,,28,20.816,,,33,,,,0,20.129,,,37,0.039,
N1851-S301,78.37809,-40.00187,19.679,,,35,19.217,,,33,,,,0,18.568,,,37,-0.002,
N1851-S302,78.37864,-40.02269,19.663,,,35,19.111,,,33,,,,0,18.393,,,37,0.002,
N1851-S303,78.37891,-39.96249,20.659,,,26,20.150,,,27,,,,0,19.492,,,30,-0.004,
N1851-S304,78.37878,-40.05775,20.310,,,35,19.831,,,33,,,,0,19.190,,,37,-0.003,
N1851-S305,78.37956,-39.95234,,,,0,21.326,,,27,,,,0,20.547,,,27,0.024,
N1851-S308,78.38018,-39.97237,,,,0,21.566,,,26,,,,0,20.769,,,22,0.026,
N1851-S309,78.38017,-40.08231,20.384,,,34,19.925,,,33,,,,0,19.301,,,37,0.009,
N1851-S31,78.61427,-40.09613,20.858,,,34,20.371,,,37,,,,0,19.699,,,37,0.027,
N1851-S311,78.38046,-40.12150,21.770,,,26,21.177,,,33,,,,0,20.466,,,34,0.036,
N1851-S312,78.38059,-40.09866,21.414,,,28,20.861,,,33,,,,0,20.162,,,37,0.022,
N1851-S313,78.38125,-40.03046,21.947,,,26,21.309,,,33,,,,0,20.547,,,34,0.006,
N1851-S314,78.38217,-40.12955,20.314,,,33,19.841,,,33,,,,0,19.215,,,37,0.009,
N1851-S315,78.38260,-40.18142,20.743,,,6,19.549,,,6,,,,0,18.180,,,7,0.010,
N1851-S316,78.38329,-40.02063,20.000,,,35,19.545,,,33,,,,0,18.911,,,37,0.016,
N1851-S317,78.38319,-40.17136,16.819,,,6,16.170,,,6,,,,0,15.367,,,7,0.004,
N1851-S319,78.38381,-39.99854,20.050,,,34,19.646,,,33,,,,0,19.108,,,37,0.009,
N1851-S32,78.61369,-40.13311,21.027,,,33,20.500,,,36,,,,0,19.825,,,36,0.027,
N1851-S321,78.38391,-40.11243,22.166,,,22,21.503,,,32,,,,0,20.705,,,30,0.041,
N1851-S322,78.38426,-40.01676,21.603,,,26,21.026,,,33,,,,0,20.292,,,35,0.012,
N1851-S323,78.38418,-40.09207,21.064,,,31,20.553,,,33,,,,0,19.870,,,37,0.012,
N1851-S324,78.38470,-40.19402,15.582,,,6,14.953,,,6,,,,0,14.265,,,7,0.005,
N1851-S326,78.38513,-40.03920,21.143,,,31,20.608,,,33,,,,0,19.908,,,37,-0.008,
N1851-S327,78.38540,-40.02574,21.511,,,27,20.948,,,33,,,,0,20.200,,,36,-0.005,
N1851-S328,78.38553,-40.10468,21.713,,,26,21.128,,,33,,,,0,20.372,,,35,0.040,
